Area,MajorAxisLength,MinorAxisLength,Eccentricity,ConvexArea,Extent,Perimeter,Class
0.11856392995953038,0.09871008000322948,0.19151795799235283,0.5999064406803136,0.09796967605265038,0.699631908301352,0.11955092633350317,1.0
0.16172316384180793,0.1403988440491069,0.225391873897261,0.6482314217474012,0.13032474075484574,0.6778173972197402,0.14777702569757045,1.0
0.2269503546099291,0.25019883228738315,0.20910104560024773,0.8266613144639026,0.18337181348630185,0.7643111039693443,0.21275386916402192,1.0
0.33556216692711466,0.18502478917465712,0.507807750870967,0.23371129404328594,0.26830187481652507,0.8102545744066764,0.24851744785991492,1.0
0.13833293264414792,0.13963597145053902,0.18122859100289193,0.7098774010144118,0.11630130356476963,0.6844607871014832,0.1526435779646593,1.0
0.12184958127980126,0.09941892936570133,0.19983003990407142,0.5865518539986053,0.10358301795476003,0.593178325921799,0.12428855056504635,1.0
0.14582582041110712,0.15658199370946782,0.17319708880074816,0.748892317798887,0.12030006585263292,0.5624580312974299,0.1482715705503351,-1.0
0.16660155467403936,0.15642775553476637,0.21796113326449973,0.6918116283079402,0.1437689921373543,0.6155222396179021,0.17921862875412703,1.0
0.25249429017910807,0.1494865738693432,0.4172531543795174,0.2955356641286678,0.21061338157237044,0.7929004693892382,0.21461562848328194,1.0
0.24832211403614218,0.31066859655759754,0.18811092939972288,0.8875891526553181,0.20636469664151572,0.7299384943007814,0.2588254367316935,-1.0
0.7505910165484634,0.6316072717196574,0.4954253006923554,0.8924479988824425,0.6102158855592317,0.4659950013436174,0.5389013888147232,-1.0
0.13748146812517528,0.14873763612104862,0.17392671235126425,0.7353602027123811,0.11505962440197082,0.96034681023813,0.1487483156369983,1.0
0.1990223183876267,0.20310455139610514,0.2156785809306788,0.7681760858363197,0.1614024230595292,0.8439019489158468,0.19208304889788178,1.0
0.10288195696598149,0.07893480054434936,0.18662023215693985,0.5481943702430944,0.08408905180142655,0.701809420194885,0.10828415546604361,1.0
0.3616019553632247,0.3850868135521891,0.2818127706439741,0.8766587551008217,0.2978919223414975,0.7597191412621855,0.32696582781660855,-1.0
0.504678046239532,0.3281843980363353,0.5801197612641956,0.5588427569286297,0.43097374622140766,0.5378689320768731,0.44745292563209615,-1.0
0.159890010818608,0.16298181700338482,0.1898368138802854,0.739010144001906,0.1312530248573854,0.7023215356558624,0.15458808214255307,1.0
0.4082521937732901,0.3319653054662066,0.41584609792001465,0.7367497074861075,0.3299573941399091,0.7377703935459127,0.3202110571184873,-1.0
0.18321513002364068,0.18033077272150663,0.21475314077155885,0.736711815087809,0.14910067518783868,0.6748140901187916,0.17414184681713724,1.0
0.8989311615979484,0.4807934933622752,0.8514531317462827,0.5310553106451353,0.7272272867921834,0.8146492537298691,0.5326325036236956,-1.0
0.0862583643867452,0.07065197880350374,0.1622684393839458,0.571444957053581,0.07459992541990972,0.6437068867862429,0.1063622618018463,1.0
0.4398515446568097,0.4190193868038767,0.34584026275451596,0.860436984012375,0.3596029800299907,0.7594513374420538,0.3701398821078195,-1.0
0.18042032295548344,0.23076380797134288,0.1883583505314916,0.8253701052743523,0.16323122208205396,0.477474766539472,0.22341256153547523,-1.0
0.2473053652281925,0.21459854475978024,0.2921444259443372,0.7006745825059966,0.20378216266393737,0.672208163667289,0.21374295886955127,1.0
0.26794085827623515,0.21961748581743396,0.32491583168867477,0.669845724710564,0.2175279080284674,0.655381108315057,0.22785384371516723,1.0
0.31191649637376284,0.23332549297896363,0.38369970406964093,0.6208384131095941,0.25218781488269504,0.7985808203948376,0.2441185002590588,-1.0
0.24003285651320272,0.21542836062269113,0.27510236288276757,0.7215002775422951,0.19313863169336476,0.6806658354814785,0.2056334816486817,1.0
0.2456174620346997,0.24112523740491973,0.2525752053501336,0.7789214035688643,0.19958108204603336,0.6575913595663619,0.21770460951402315,1.0
0.3145910966863004,0.32093976488730813,0.27262560167764827,0.8391412279306614,0.25451645919120275,0.611504991358289,0.27623601335271103,1.0
0.20373041631606364,0.16648210910184666,0.27197091721872585,0.6364445545884789,0.16409206674124677,0.8402573753381897,0.1697539639357496,1.0
0.11773750851464519,0.11983138033929416,0.1543032792969334,0.7094782959016879,0.09651377748157317,0.6232669853581365,0.12320324590761729,1.0
0.04144628761469728,0.0021567082973884804,0.13598108581635626,0.31401208263914887,0.03430684153317624,0.9068129185607597,0.038650027252885126,1.0
0.22217714468886485,0.18781651117785012,0.28173727268866317,0.6664083512491739,0.1848039099009037,0.7303508376883564,0.19648969369488986,-1.0
0.8696357735304724,0.5051272358249552,0.7752271781225446,0.6378922551605989,0.6955188473409024,0.8531936358955405,0.5141688543541354,-1.0
0.10384361101093881,0.09650284559491452,0.16494926244573432,0.6410332844068234,0.09464134117217686,0.546788260442425,0.13852595807241042,1.0
0.24334355090756102,0.1731886259707295,0.3431862694545168,0.5404993066145958,0.1952332214631979,0.8228368938848186,0.1917924797431446,1.0
0.3011680089754378,0.23973249544864828,0.3617876569610169,0.6603892098869739,0.24678869238886375,0.7091441579375064,0.24477805375433143,-1.0
